Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.288583755493164,24.75733822078495,23.848709278537115,24.746229620306494,212818400
2015-01-05,23.604328155517578,24.137508612840765,23.417715927668134,24.05753145949559,257142000
2015-01-06,23.606548309326172,23.866473189260027,23.244429090081105,23.668752380257303,263188400
2015-01-07,23.93757438659668,24.03754501696595,23.704307322488965,23.815386553981295,160423600
2015-01-08,24.85730743408203,24.915069102408545,24.148621476140704,24.26636687175016,237458000
2015-01-09,24.883968353271484,25.15944435551847,24.484082466998068,25.0305920482821,214798000
2015-01-12,24.27081298828125,25.021708011060305,24.170842354175225,25.01504352811119,198603200
2015-01-13,24.486305236816406,25.059474458800445,24.195278202485493,24.755116764583843,268367600
2015-01-14,24.39299964904785,24.546287834288727,24.104192972327255,24.2241587444296,195826400
2015-01-15,23.7309627532959,24.450755571546566,23.69541828686753,24.43742660850271,240056000
2015-01-16,23.54656982421875,23.89980258382863,23.371064473774545,23.777614778160455,314053200
2015-01-20,24.153064727783203,24.208604335161315,23.659872743076072,23.957564225054288,199599600
2015-01-21,24.337448120117188,24.672906011016735,24.053084006040198,24.20415175307678,194303600
2015-01-22,24.970605850219727,24.986156871263873,24.37522123820435,24.49518698408814,215185600
2015-01-23,25.09946060180664,25.270521850097733,24.77732985576787,24.9483927989933,185859200
2015-01-26,25.12611961364746,25.40603972695871,25.059473097577246,25.268300881851875,222460000
2015-01-27,24.24636459350586,24.988374437627527,24.22192703698206,24.975043782747537,382274800
2015-01-28,25.617084503173828,26.241350758304694,25.617084503173828,26.132491922200526,585908400
2015-01-29,26.414628982543945,26.479055109456866,25.672619188903532,25.84146001478106,337745600
2015-01-30,26.02808380126953,26.659012961114055,25.95921353189793,26.303559793952747,334982000
2015-02-02,26.354656219482422,26.474621985447392,25.788153190960248,26.225805607091413,250956400
2015-02-03,26.35909652709961,26.45684507806537,26.128051569930538,26.32577242554878,207662800
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800
2015-02-05,26.750843048095703,26.81552346177892,26.596948212034828,26.768684571272377,168984800
2015-02-06,26.52557373046875,26.819980096729665,26.418516096545073,26.76868125718588,174826400
2015-02-09,26.701770782470703,26.7285339137895,26.4140552094305,26.4408200423726,155559200
2015-02-10,27.214752197265625,27.24374786000545,26.799908323654723,26.802137450309015,248034000
2015-02-11,27.85263442993164,27.861556041891518,27.321811280495048,27.382030034194866,294247200
2015-02-12,28.205032348632812,28.432529214905024,28.00653114859303,28.11581792463633,297898000
2015-02-13,28.34331512451172,28.387921486223178,28.024374703566266,28.387921486223178,217088800
2015-02-17,28.510587692260742,28.744775313753916,28.307624860083543,28.434754845619533,252609600
2015-02-18,28.709089279174805,28.72247084575238,28.425833641377697,28.465980042733847,179566800
2015-02-19,28.648862838745117,28.778223627370142,28.62209971118343,28.655553620635537,149449600
2015-02-20,28.883058547973633,28.883058547973633,28.559658186966203,28.68678648192903,195793600
2015-02-23,29.6636905670166,29.6636905670166,28.918753590609413,28.999046423010963,283896400
2015-02-24,29.478565216064453,29.797507356812893,29.255529991547135,29.650303291852076,276912400
2015-02-25,28.72470474243164,29.35143657494631,28.581962336489088,29.342513260248232,298846800
2015-02-26,29.0882511138916,29.188616275789528,28.238487524843507,28.72470263962541,365150000
2015-02-27,28.651100158691406,29.121704515397834,28.60203214779336,28.99457283173106,248059200
2015-03-02,28.79161262512207,29.057025052791815,28.61541631777035,28.82729907324928,192386800
2015-03-03,28.851835250854492,28.887521701665655,28.568579577817705,28.762622527073855,151265200
2015-03-04,28.6689453125,28.896442186882158,28.61988069571888,28.79384789282073,126665200
2015-03-05,28.193878173828125,28.71577968293683,28.04890496520124,28.67786411038587,226068400
2015-03-06,28.236255645751953,28.854062393731382,28.160424495428032,28.637717980030118,291368400
2015-03-09,28.356698989868164,28.898676368147214,27.892785303343523,28.539587810298716,354114000
2015-03-10,27.770105361938477,28.374530378526472,27.611750618990897,28.19387246222148,275426400
2015-03-11,27.26382064819336,27.82809939626541,27.234826686610546,27.823639441261683,275756000
2015-03-12,27.756731033325195,27.85709789818275,27.127771813054192,27.279435822987377,193450800
2015-03-13,27.56491470336914,27.968609501475193,27.339650416155397,27.74557434070047,207309200
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237378,143497200
2015-03-17,28.334388732910156,28.39683830942278,28.024369976920106,28.080128770466853,204092400
2015-03-18,28.653331756591797,28.807226585568305,28.184958187699582,28.3254697478802,261083600
2015-03-19,28.436994552612305,28.82730624255012,28.414691367797786,28.7157886168536,183238000
2015-03-20,28.080129623413086,28.637715874194154,27.915084065955917,28.604261958348598,274780400
2015-03-23,28.372310638427734,28.515053045645676,28.218415789361256,28.35223828504883,150838800
2015-03-24,28.256328582763672,28.557424045367036,28.227332919212298,28.376767788779087,131369200
2015-03-25,27.518085479736328,28.28532719914313,27.518085479736328,28.222877608330712,206620800
2015-03-26,27.709890365600586,27.85263274507692,27.344112805489548,27.379799251170326,190291600
2015-03-27,27.489084243774414,27.812484554228334,27.413253104019038,27.78349059519656,158184800
2015-03-30,28.18495750427246,28.191648287696417,27.656363492674796,27.66751593279703,188398800
2015-03-31,27.752275466918945,28.211727524839546,27.736663067910687,28.12251308695356,168362400
2015-04-01,27.712121963500977,27.90616318862663,27.455631158322962,27.83925195192856,162485600
2015-04-02,27.950775146484375,28.004303125595403,27.69874594744716,27.88609472514765,128880400
2015-04-06,28.403532028198242,28.439218476535938,27.729966481247576,27.761191272731303,148776000
2015-04-07,28.104665756225586,28.575268458173554,28.09797497255016,28.468212516119703,140049200
2015-04-08,28.013227462768555,28.191656345985603,27.87271586583129,28.068986276070888,149316800
2015-04-09,28.227333068847656,28.23179472555157,27.803567569642333,28.068978288327784,129936000
2015-04-10,28.347774505615234,28.372308514546486,27.937390540989917,28.091283676912617,160752000
2015-04-13,28.292016983032227,28.67563953079171,28.23848900731811,28.631029764719884,145460400
2015-04-14,28.16934585571289,28.3901502226733,28.08236226564899,28.325469811821563,102098400
2015-04-15,28.27640151977539,28.354463497065556,28.104665169737025,28.19387958733585,115881600
2015-04-16,28.14035415649414,28.34777698547961,28.126972587405962,28.16488816757163,113476000
2015-04-17,27.823638916015625,28.13365768243695,27.75895850913028,28.00206774201819,207828000
2015-04-20,28.459285736083984,28.57526326918586,27.917310235686198,28.00652463894629,188217200
2015-04-21,28.30539894104004,28.59311286068083,28.251869266183697,28.57081138192607,129740400
2015-04-22,28.686786651611328,28.742545452226807,28.173806706923077,28.3232398841829,150618000
2015-04-23,28.92097282409668,29.088249217436424,28.579729253943356,28.615415701301764,183083600
2015-04-24,29.057024002075195,29.135087679124773,28.82283637417335,29.10386288895432,178103600
2015-04-27,29.58561897277832,29.692678322930522,29.251066160858862,29.5097878188559,387816800
2015-04-28,29.119478225708008,30.007157462025948,28.898675532596673,29.98931763900977,475696000
2015-04-29,28.691247940063477,29.349201098226022,28.615416788979697,29.030262396360513,253544400
2015-04-30,27.912857055664062,28.69124946723609,27.785727053191707,28.69124946723609,332781600
2015-05-01,28.76038932800293,29.023572642555443,27.94631218188357,28.12473932691889,234050400
2015-05-04,28.704633712768555,29.121711911325708,28.606497666049226,28.88306257923574,203953200
2015-05-05,28.05783462524414,28.64887666579857,28.053372967415115,28.58196541135428,197085600
2015-05-06,27.881629943847656,28.26971070308034,27.51362153519884,28.22733347190532,288564000
2015-05-07,28.054086685180664,28.23773942450763,27.776366574993446,27.944341703965602,175763600
2015-05-08,28.582645416259766,28.582645416259766,28.24445504869353,28.372116064317304,222201600
2015-05-11,28.291488647460938,28.569207025947833,28.136950994793693,28.53113307662528,168143200
2015-05-12,28.19070816040039,28.41691344970307,27.955542283275328,28.13023615371956,192640000
2015-05-13,28.222063064575195,28.48634401421668,28.19070784247633,28.253418286674062,138776800
2015-05-14,28.880523681640625,28.880523681640625,28.479624536905582,28.535616247578584,180814000
2015-05-15,28.840208053588867,29.001464435626257,28.714787182551436,28.907398782348185,152832000
2015-05-18,29.158235549926758,29.276937669583507,28.748375933627074,28.752856226103322,203531600
2015-05-19,29.13136863708496,29.312781231425145,29.035061118414536,29.270226984858873,178532800
2015-05-20,29.129127502441406,29.3351765910795,28.967871099600664,29.11569003844849,145819600
2015-05-21,29.42699432373047,29.480747579821582,29.077606702792643,29.131359958883756,158921600
2015-05-22,29.68456268310547,29.780870198833405,29.429240628971474,29.474036729754335,182384000
2015-05-26,29.030574798583984,29.76742746599062,28.9185914013761,29.697998306515665,282790400
2015-05-27,29.572580337524414,29.621853316200642,29.12688850876601,29.191837389314056,183332800
2015-05-28,29.514341354370117,29.55241529604827,29.362045587657512,29.53225910647662,122933200
2015-05-29,29.178396224975586,29.440436986994744,29.093287742153812,29.39116401456765,203538000
2015-06-01,29.23662757873535,29.427000745322438,29.126886022611334,29.178397435025925,128451200
2015-06-02,29.106733322143555,29.26350943361036,28.963394674879204,29.08433527016419,134670400
2015-06-03,29.14256477355957,29.32621922681494,29.093291794269735,29.263508783621116,123934000
2015-06-04,28.97235107421875,29.245590897273896,28.871566677919382,29.02162405329183,153800400
2015-06-05,28.813335418701172,29.04626286887471,28.74838653242886,29.00370861831629,142507200
2015-06-08,28.622962951660156,28.938757017532883,28.40571484258142,28.869324426182363,210699200
2015-06-09,28.537857055664062,28.685676004307577,28.134717730578338,28.376600642137156,224301600
2015-06-10,28.864845275878906,28.967868100801432,28.634158012582517,28.64983562186176,156349200
2015-06-11,28.79989242553711,29.15599884743888,28.775255938756725,28.93203202851262,141563600
